stage,loss,inputs,fold_id,epoch,train_loss,val_smape,learning_rate
A1,rmse,sales_only,1,32,26.93320790204135,0.9697858815454821,0.0004765507554689097
A1,rmse,sales_only,2,0,40.18598131789375,1.0048947387202525,5.050353173376154e-05
A1,rmse,sales_only,2,1,39.47294562624902,1.0212247261700687,8.155444285637111e-05
A1,rmse,sales_only,2,2,38.910265037693925,1.1669468125440803,0.00013179379907475098
A1,rmse,sales_only,2,3,37.329529614792655,1.3038590888905255,0.00019902288925422015
A1,rmse,sales_only,2,4,35.18648190842461,1.19843557872112,0.00028029945138589515
A1,rmse,sales_only,2,5,33.30117412449158,1.3146753553157295,0.000372066439846605
A1,rmse,sales_only,2,6,33.07258556798561,1.3083726004668963,0.000470307698488813
A1,rmse,sales_only,2,7,31.801877061116326,1.092002962375059,0.0005707237265720474
A1,rmse,sales_only,2,8,31.455443706709087,1.2362117845722842,0.000668919845189848
A1,rmse,sales_only,2,9,31.546166390487826,1.242946294214415,0.0007605985291420717
A1,rmse,sales_only,2,10,30.50738624690734,1.1770042258250666,0.0008417474869028782
A1,rmse,sales_only,3,0,35.96732666015625,1.0213921815671902,5.049844739769664e-05
A1,rmse,sales_only,3,1,35.425209579467776,1.0273941977267538,8.153455043344413e-05
A1,rmse,sales_only,3,2,34.64929832458496,1.0454481371493145,0.0001317506803774494
A1,rmse,sales_only,3,3,34.12530429840088,1.1188523614560542,0.0001989502064016584
A1,rmse,sales_only,3,4,32.32355361302694,1.1073917083497142,0.00028019358396809044
A1,rmse,sales_only,3,5,31.39805560429891,1.130534618871161,0.0003719269408859441
A1,rmse,sales_only,3,6,30.638271757761636,1.0992242418783555,0.00047013753622931814
A1,rmse,sales_only,3,7,30.260049775441487,1.0303933482594636,0.0005705292917935926
A1,rmse,sales_only,3,8,29.750730311075845,1.0347841778928166,0.0006687107177247925
A1,rmse,sales_only,3,9,29.195919450124105,1.0136351254909324,0.0007603870117913779
A1,rmse,sales_only,3,10,28.544568195343018,1.0249014767746738,0.0008415479291980414
A1,rmse,sales_only,3,11,28.52547950744629,0.9925295108793087,0.0009086432048525221
A1,rmse,sales_only,3,12,27.9341636021932,1.0315209703993768,0.0009587378544961007
A1,rmse,sales_only,3,13,27.824189535776775,0.9846974316914485,0.0009896405612779893
A1,rmse,sales_only,3,14,27.341807155609132,0.9917483963427769,0.0009999999104801395
A1,rmse,sales_only,3,15,27.055531107584635,0.9860322407718681,0.0009979602459799252
A1,rmse,sales_only,3,16,26.77372055053711,0.990080248527815,0.0009919113144777878
A1,rmse,sales_only,3,17,26.362066758473713,0.982269007676466,0.0009819018184134682
A1,rmse,sales_only,3,18,26.060023606618245,1.0161002527703162,0.0009680123483637878
A1,rmse,sales_only,3,19,25.887898375193277,1.016626715105814,0.0009503547341747109
A1,rmse,sales_only,3,20,25.413604329427084,0.9342365369783588,0.0009290711445731786
A1,rmse,sales_only,3,21,24.966107851664226,0.963748449023481,0.0009043329425081145
A1,rmse,sales_only,3,22,24.49777521769206,1.0024059094670268,0.0008763393054367193
A1,rmse,sales_only,3,23,24.28216278076172,1.1824576171555647,0.0008453156216646997
A1,rmse,sales_only,3,24,24.337820428212485,0.9733206264343447,0.0008115116756521574
A1,rmse,sales_only,3,25,23.553305466969807,0.9357928958650721,0.0007751996368959871
A1,rmse,sales_only,3,26,23.283407859802246,0.966563175449407,0.0007366718685811204
A1,rmse,sales_only,3,27,22.82408920923869,0.951056529339808,0.0006962385736440675
A1,rmse,sales_only,3,28,22.671079279581704,1.0515837746960288,0.0006542252972012695
A1,rmse,sales_only,3,29,22.079442443847658,1.0149747471422517,0.0006109703054512371
A1,rmse,sales_only,3,30,22.241584815979003,0.9921633140467654,0.0005668218621540185
A1,rmse,sales_only,4,0,32.18396024046273,0.9847803675504115,5.0496019238368195e-05
A1,rmse,sales_only,4,1,31.730516861224995,1.0212360826657414,8.152505020408898e-05
A1,rmse,sales_only,4,2,31.25113121746796,0.9920781482967416,0.00013173008745564487
A1,rmse,sales_only,4,3,31.432996463305845,1.0351291959943745,0.00019891549333947206
A1,rmse,sales_only,4,4,30.460245790152715,1.0655175662663348,0.0002801430207193446
A1,rmse,sales_only,4,5,28.337058175373546,1.015015153102596,0.0003718603125533284
A1,rmse,sales_only,4,6,28.497914464602918,1.0996043237166466,0.0004700562585931709
A1,rmse,sales_only,4,7,27.76234805290335,0.9966864052815887,0.0005704364149273558
A1,rmse,sales_only,4,8,27.329159186978647,1.0417886468368514,0.0006686108146724079
A1,rmse,sales_only,4,9,26.885275803176054,1.0721293098537044,0.0007602859562098303
A1,rmse,sales_only,4,10,26.49715340900891,0.9925792522478473,0.0008414525726677189
A2,rmse,all_features,1,0,54.98746741901744,1.2286593174048108,5.0520892449790905e-05
A2,rmse,all_features,1,1,55.01564368334684,1.279400612319632,8.162236489108008e-05
A2,rmse,all_features,1,2,54.39380563389171,1.2163434698231035,0.00013194102046309693
A2,rmse,all_features,1,3,54.20079369978471,1.3666891230983607,0.00019927103765129451
A2,rmse,all_features,1,4,50.79529073021629,1.353884226162888,0.00028066086699950795
A2,rmse,all_features,1,5,46.84170722961426,1.3226120470318639,0.00037254261833657293
A2,rmse,all_features,1,6,45.85726707631891,1.082289090461281,0.0004708884665628408
A2,rmse,all_features,1,7,43.682097088206895,1.1854801159289186,0.0005713872196280113
A2,rmse,all_features,1,8,42.35388491370461,1.3920611191690095,0.0006696333084806815
A2,rmse,all_features,1,9,39.46119351820512,1.2017311461447369,0.0007613199142273867
A2,rmse,all_features,1,10,39.48023999821056,0.988012394350803,0.0008424277663758452
A2,rmse,all_features,1,11,40.13385837728327,1.4796236995370846,0.0009094013358040267
A2,rmse,all_features,1,12,38.335588628595524,1.2674298004302242,0.0009593046986747117
A2,rmse,all_features,1,13,38.2320066798817,1.3092617011456165,0.000989950238681045
A2,rmse,all_features,1,14,36.356060374866836,1.1284953336550971,0.0009999989596093883
A2,rmse,all_features,1,15,35.5172192400152,1.32280871010507,0.0009978946873945966
A2,rmse,all_features,1,16,35.843045798215,1.0766450019810176,0.000991781676017063
A2,rmse,all_features,1,17,34.580602169036865,1.1753025501806493,0.0009817091438500067
A2,rmse,all_features,1,18,33.20869712396102,0.9889367416915349,0.000967758188999884
A2,rmse,all_features,1,19,33.58180657300082,1.151160136267226,0.0009500411363521194
A2,rmse,all_features,1,20,32.11632932316173,1.1458001827420243,0.0009287006331971746
A2,rmse,all_features,2,0,39.9462956005765,1.0125690533031293,5.050353173376154e-05
A2,rmse,all_features,2,1,39.637903882056165,1.0295824041114654,8.155444285637111e-05
A2,rmse,all_features,2,2,39.113604555424956,1.1061579560245356,0.00013179379907475098
A2,rmse,all_features,2,3,37.76045077609033,1.3192587008207108,0.00019902288925422015
A2,rmse,all_features,2,4,36.0529169102305,1.4766134097310888,0.00028029945138589515
A2,rmse,all_features,2,5,33.68800264535491,1.1681218618105782,0.000372066439846605
A2,rmse,all_features,2,6,32.808031603233104,1.2548885037893343,0.000470307698488813
A2,rmse,all_features,2,7,32.17076795125745,1.235522772007072,0.0005707237265720474
A2,rmse,all_features,2,8,31.109958048948307,1.2148647361999687,0.000668919845189848
A2,rmse,all_features,2,9,31.298874137327843,1.1770613643789296,0.0007605985291420717
A2,rmse,all_features,2,10,30.64346356736016,1.1815071391255532,0.0008417474869028782
A2,rmse,all_features,3,0,35.44733163197835,1.011394917087344,5.049844739769664e-05
A2,rmse,all_features,3,1,35.39565477371216,0.9995963842725478,8.153455043344413e-05
A2,rmse,all_features,3,2,34.55601040522257,1.07624707660608,0.0001317506803774494
A2,rmse,all_features,3,3,33.7998707707723,1.1496300686006515,0.0001989502064016584
A2,rmse,all_features,3,4,32.64462127685547,1.0970111036388175,0.00028019358396809044
A2,rmse,all_features,3,5,31.63456984202067,1.081705304676584,0.0003719269408859441
A2,rmse,all_features,3,6,30.594636898040772,1.0418010306233738,0.00047013753622931814
A2,rmse,all_features,3,7,30.095768648783366,1.0675895589444038,0.0005705292917935926
A2,rmse,all_features,3,8,29.68939893722534,1.162741170028981,0.0006687107177247925
A2,rmse,all_features,3,9,29.1609295018514,1.0659011146115982,0.0007603870117913779
A2,rmse,all_features,3,10,28.741540419260662,1.1293423267792442,0.0008415479291980414
A2,rmse,all_features,3,11,28.37156038284302,1.0836280287263322,0.0009086432048525221
A2,rmse,all_features,4,0,32.18863829720784,0.9838901297839564,5.0496019238368195e-05
A2,rmse,all_features,4,1,32.77136870323144,1.0193967208013908,8.152505020408898e-05
A2,rmse,all_features,4,2,31.267715536314867,1.0376191905468575,0.00013173008745564487
A2,rmse,all_features,4,3,31.12901592724429,1.0256388006956556,0.00019891549333947206
A2,rmse,all_features,4,4,30.879296002129617,1.0379013425012498,0.0002801430207193446
A2,rmse,all_features,4,5,29.93292548738677,1.0644447671138493,0.0003718603125533284
A2,rmse,all_features,4,6,28.983361230107953,1.1613704347285014,0.0004700562585931709
A2,rmse,all_features,4,7,28.018026304949682,1.0358779625360885,0.0005704364149273558
A2,rmse,all_features,4,8,27.526398250034877,1.1101850001496978,0.0006686108146724079
A2,rmse,all_features,4,9,26.879515882783334,1.0849461132988847,0.0007602859562098303
A2,rmse,all_features,4,10,27.326576378545152,1.0587763228220868,0.0008414525726677189
B1,mae,all_features,1,0,17.87177161736922,1.0454882975942381,5.0520892449790905e-05
B1,mae,all_features,1,1,17.70161999355663,1.034054877915833,8.162236489108008e-05
B1,mae,all_features,1,2,17.536394487727772,0.8676711769325357,0.00013194102046309693
B1,mae,all_features,1,3,17.321517792615023,0.7318893954586079,0.00019927103765129451
B1,mae,all_features,1,4,17.069675358858976,0.7105038437197971,0.00028066086699950795
B1,mae,all_features,1,5,16.98737818544561,0.8298555848547359,0.00037254261833657293
B1,mae,all_features,1,6,16.742769306356255,0.8647767454106915,0.0004708884665628408
B1,mae,all_features,1,7,15.81287338516929,1.1141011459503856,0.0005713872196280113
B1,mae,all_features,1,8,15.134731357747858,0.9764327575393905,0.0006696333084806815
B1,mae,all_features,1,9,14.11368237842213,1.0649526070445023,0.0007613199142273867
B1,mae,all_features,1,10,13.271430362354625,0.8477856692341237,0.0008424277663758452
B1,mae,all_features,1,11,12.601064963774247,1.1958751675550563,0.0009094013358040267
B1,mae,all_features,1,12,12.123996290293606,1.0715819073118715,0.0009593046986747117
B1,mae,all_features,1,13,11.688048243522644,1.0482033274260831,0.000989950238681045
B1,mae,all_features,1,14,11.162409836595709,1.011352007538366,0.0009999989596093883
B1,mae,all_features,2,0,10.141331945497965,1.4607858187118419,5.050353173376154e-05
B1,mae,all_features,2,1,10.002045346289567,1.3726575868432294,8.155444285637111e-05
B1,mae,all_features,2,2,9.96868244643064,1.2504052322398256,0.00013179379907475098
B1,mae,all_features,2,3,9.907494281985096,1.105229877766507,0.00019902288925422015
B1,mae,all_features,2,4,9.84414853263147,1.0683511167173423,0.00028029945138589515
B1,mae,all_features,2,5,9.811699466607005,1.0615280722907368,0.000372066439846605
B1,mae,all_features,2,6,9.728103927730285,1.055914129335701,0.000470307698488813
B1,mae,all_features,2,7,9.701244383743129,1.0790354481035778,0.0005707237265720474
B1,mae,all_features,2,8,9.48412647198156,1.200823612675266,0.000668919845189848
B1,mae,all_features,2,9,9.188594675555672,1.1337120332082935,0.0007605985291420717
B1,mae,all_features,2,10,8.67350914797832,1.078868333432506,0.0008417474869028782
B1,mae,all_features,2,11,8.236484102367125,1.2476985077486076,0.0009088152574180911
B1,mae,all_features,2,12,7.792175219231045,1.0311852389717693,0.0009588666387880474
B1,mae,all_features,2,13,7.528894793127001,1.1666537535666774,0.0009897111465438386
B1,mae,all_features,2,14,7.366867099840617,1.1030594900492046,0.0009999997859287087
B1,mae,all_features,2,15,7.091453136857023,1.1818983099487703,0.000997945467755921
B1,mae,all_features,2,16,7.077463607198184,1.359953543836681,0.0009918820015667805
B1,mae,all_features,2,17,6.854222727805069,1.1900781202848296,0.0009818582068257813
B1,mae,all_features,2,18,6.623231573203175,1.297341950778571,0.0009679547892342823
B1,mae,all_features,2,19,6.601350587667878,1.385565700880558,0.0009502836909356531
B1,mae,all_features,2,20,6.464515093675594,1.1349722480368651,0.0009289871892229569
B1,mae,all_features,2,21,6.277105417448221,1.180359838078668,0.0009042367510058439
B1,mae,all_features,2,22,6.175600833499555,1.1787418066406474,0.0008762316522598162
B1,mae,all_features,3,0,9.350408976872762,1.3878327412493956,5.049844739769664e-05
B1,mae,all_features,3,1,9.202940526008605,1.2940534270476345,8.153455043344413e-05
B1,mae,all_features,3,2,9.143928232192993,1.1525401265256099,0.0001317506803774494
B1,mae,all_features,3,3,9.10301863193512,1.133430314709699,0.0001989502064016584
B1,mae,all_features,3,4,9.057785441080728,1.1504413991214224,0.00028019358396809044
B1,mae,all_features,3,5,9.023948661486308,1.1376999673823678,0.0003719269408859441
B1,mae,all_features,3,6,8.895012063980102,1.121644180123236,0.00047013753622931814
B1,mae,all_features,3,7,8.699311114947001,1.1571370885372882,0.0005705292917935926
B1,mae,all_features,3,8,8.401295820871988,1.1734596825654708,0.0006687107177247925
B1,mae,all_features,3,9,8.13164594491323,1.0195753152463805,0.0007603870117913779
B1,mae,all_features,3,10,7.955376011530558,1.1170214592556431,0.0008415479291980414
B1,mae,all_features,3,11,7.677584484418233,1.2581098172133103,0.0009086432048525221
B1,mae,all_features,3,12,7.492682243982951,1.0494041469276492,0.0009587378544961007
B1,mae,all_features,3,13,7.339337739149729,1.2657565026705735,0.0009896405612779893
B1,mae,all_features,3,14,7.2028241602579754,1.1086612332801984,0.0009999999104801395
B1,mae,all_features,3,15,6.958445013364156,1.286772278237334,0.0009979602459799252
B1,mae,all_features,3,16,6.811885070800781,1.1882302979292776,0.0009919113144777878
B1,mae,all_features,3,17,6.679654849370321,0.9762842843753944,0.0009819018184134682
B1,mae,all_features,3,18,6.511715246836345,1.2891118880352153,0.0009680123483637878
B1,mae,all_features,3,19,6.378955367406209,1.3719756982170856,0.0009503547341747109
B1,mae,all_features,3,20,6.3070204575856526,1.195171857484735,0.0009290711445731786
B1,mae,all_features,3,21,6.219565590222676,1.173637945428542,0.0009043329425081145
B1,mae,all_features,3,22,6.044376287460327,1.11703926611816,0.0008763393054367193
B1,mae,all_features,3,23,6.016234305699666,1.1284391891283674,0.0008453156216646997
B1,mae,all_features,3,24,5.849802006085714,1.202310388311215,0.0008115116756521574
B1,mae,all_features,3,25,5.730339935620626,1.1221030791250444,0.0007751996368959871
B1,mae,all_features,3,26,5.679852803548177,1.1138779030755563,0.0007366718685811204
B1,mae,all_features,3,27,5.538662023544312,1.2110857956116354,0.0006962385736440675
B1,mae,all_features,4,0,8.882555682083655,1.2652895060415146,5.0496019238368195e-05
B1,mae,all_features,4,1,8.698867784932329,1.1386420641513106,8.152505020408898e-05
B1,mae,all_features,4,2,8.651925768171038,1.060042440294236,0.00013173008745564487
B1,mae,all_features,4,3,8.577848918332254,1.0469906115113796,0.00019891549333947206
B1,mae,all_features,4,4,8.539708182142286,1.0942176435089674,0.0002801430207193446
B1,mae,all_features,4,5,8.453044259489463,1.020633629147094,0.0003718603125533284
B1,mae,all_features,4,6,8.323413808944776,0.9438973855513779,0.0004700562585931709
B1,mae,all_features,4,7,8.095685418603455,0.9987968137053058,0.0005704364149273558
B1,mae,all_features,4,8,7.9012801600207245,0.8563158194334365,0.0006686108146724079
B1,mae,all_features,4,9,7.771358545190595,0.9955757837931142,0.0007602859562098303
B1,mae,all_features,4,10,7.555422936754273,0.9646676261565542,0.0008414525726677189
B1,mae,all_features,4,11,7.522794243150157,0.9454477175157795,0.0009085609708466769
B1,mae,all_features,4,12,7.1849432062045695,1.3222739789779376,0.0009586762714202773
B1,mae,all_features,4,13,7.118816921276412,0.9272119207472628,0.0009896067612261991
B1,mae,all_features,4,14,6.912219529081448,1.0921980833339966,0.000999999951122403
B1,mae,all_features,4,15,6.822762044779773,1.2364075260913179,0.0009979672887004529
B1,mae,all_features,4,16,6.7085855688367575,1.015671895221177,0.000991925302572735
B1,mae,all_features,4,17,6.553253237249816,1.024549285871362,0.0009819226392589191
B1,mae,all_features,4,18,6.512361047303148,1.2011326489826168,0.0009680398343225372
B2,mse,all_features,1,0,3380.4835316051135,1.1468178049585203,5.0520892449790905e-05
B2,mse,all_features,1,1,3261.0648137872868,1.2531090835892968,8.162236489108008e-05
B2,mse,all_features,1,2,3176.309976751154,1.247638328588793,0.00013194102046309693
B2,mse,all_features,1,3,3173.9515186656604,1.280686029286008,0.00019927103765129451
B2,mse,all_features,1,4,2755.574726451527,1.4095977571417762,0.00028066086699950795
B2,mse,all_features,1,5,2404.137809059837,1.2158710987324926,0.00037254261833657293
B2,mse,all_features,1,6,2216.0589405406604,1.130041494869061,0.0004708884665628408
B2,mse,all_features,1,7,2060.9568377408114,1.1595435550366464,0.0005713872196280113
B2,mse,all_features,1,8,1998.107575156472,1.0267924978637923,0.0006696333084806815
B2,mse,all_features,1,9,1756.0747736150568,1.069866413724628,0.0007613199142273867
B2,mse,all_features,1,10,1690.454655040394,0.9545476544509468,0.0008424277663758452
B2,mse,all_features,1,11,1532.6644522927024,1.1628480852909493,0.0009094013358040267
B2,mse,all_features,1,12,1515.8341307206588,1.0784603174741945,0.0009593046986747117
B2,mse,all_features,1,13,1383.5916012850676,1.1299559752056136,0.000989950238681045
B2,mse,all_features,1,14,1301.1845370205965,0.956764746196047,0.0009999989596093883
B2,mse,all_features,1,15,1258.6071146184747,1.1820595767446422,0.0009978946873945966
B2,mse,all_features,1,16,1278.220782886852,1.1587802463502863,0.000991781676017063
B2,mse,all_features,1,17,1141.7451393821023,1.0100937855606689,0.0009817091438500067
B2,mse,all_features,1,18,1126.1397517811167,1.0902485007966791,0.000967758188999884
B2,mse,all_features,1,19,1136.50538149747,1.078545621187443,0.0009500411363521194
B2,mse,all_features,1,20,1006.2993150190873,1.1330378227108953,0.0009287006331971746
B2,mse,all_features,2,0,1778.2284426345038,1.017459699657625,5.050353173376154e-05
B2,mse,all_features,2,1,1767.6743626545385,0.9992021248900154,8.155444285637111e-05
B2,mse,all_features,2,2,1747.3627946991282,1.1515098219819169,0.00013179379907475098
B2,mse,all_features,2,3,1613.8746186875806,1.267542613346484,0.00019902288925422015
B2,mse,all_features,2,4,1452.9354356588776,1.3670709437987723,0.00028029945138589515
B2,mse,all_features,2,5,1370.4704462424995,1.2632576186998998,0.000372066439846605
B2,mse,all_features,2,6,1277.0778033069728,1.130647291821773,0.000470307698488813
B2,mse,all_features,2,7,1192.4575045870752,1.177954896222749,0.0005707237265720474
B2,mse,all_features,2,8,1161.625733837639,1.0985066529067808,0.000668919845189848
B2,mse,all_features,2,9,1175.3639921208019,1.187999374494084,0.0007605985291420717
B2,mse,all_features,2,10,1074.3005973579957,1.1733684296449003,0.0008417474869028782
B2,mse,all_features,2,11,1052.5536560373207,1.200195283003054,0.0009088152574180911
B2,mse,all_features,3,0,1419.6788034057618,1.002296847481103,5.049844739769664e-05
B2,mse,all_features,3,1,1392.849861907959,1.0237511329015256,8.153455043344413e-05
B2,mse,all_features,3,2,1374.7312718200683,1.0680723906903202,0.0001317506803774494
B2,mse,all_features,3,3,1298.51631439209,1.1564462836663145,0.0001989502064016584
B2,mse,all_features,3,4,1180.8991849772135,1.0527267087550578,0.00028019358396809044
B2,mse,all_features,3,5,1080.0439052327474,1.1923021606749082,0.0003719269408859441
B2,mse,all_features,3,6,1010.3362983194987,1.1946270002950092,0.00047013753622931814
B2,mse,all_features,3,7,983.1912115987142,1.016110135446388,0.0005705292917935926
B2,mse,all_features,3,8,1017.2674069213867,1.0372917725160489,0.0006687107177247925
B2,mse,all_features,3,9,944.0098527018229,1.0339984376077092,0.0007603870117913779
B2,mse,all_features,3,10,934.3242111206055,1.132685994904302,0.0008415479291980414
B2,mse,all_features,4,0,1185.0669352714651,0.9903738004542904,5.0496019238368195e-05
B2,mse,all_features,4,1,1156.982087384304,1.0103922450671023,8.152505020408898e-05
B2,mse,all_features,4,2,1114.194991520473,1.0328794040081888,0.00013173008745564487
B2,mse,all_features,4,3,1062.6578476628647,0.9628953159460105,0.00019891549333947206
B2,mse,all_features,4,4,1110.4079608635361,1.074122597925424,0.0002801430207193446
B2,mse,all_features,4,5,931.2611582337929,1.077318451898011,0.0003718603125533284
B2,mse,all_features,4,6,911.7196643246806,1.0372038054158026,0.0004700562585931709
B2,mse,all_features,4,7,885.6836494107552,1.0625100615008334,0.0005704364149273558
B2,mse,all_features,4,8,848.796092291771,1.0187584130497513,0.0006686108146724079
B2,mse,all_features,4,9,803.0730450259053,1.0728281280432386,0.0007602859562098303
B2,mse,all_features,4,10,796.3426027344952,1.0428139482525225,0.0008414525726677189
B2,mse,all_features,4,11,791.9865205135252,1.4234555431217621,0.0009085609708466769
B2,mse,all_features,4,12,715.8046762062411,1.0975472811612024,0.0009586762714202773
B2,mse,all_features,4,13,741.2463171258936,0.9968160369490229,0.0009896067612261991
